time	FADEC_LA_Corrected_N2_Speed
09:21:58:279	0.0
09:21:58:341	0.0
09:21:58:404	0.0
09:21:58:466	0.0
09:21:58:529	0.0
09:21:58:591	0.0
09:21:58:654	0.0
09:21:58:716	0.0
09:21:58:779	0.0
09:21:58:841	0.0
09:21:58:904	0.0
09:21:58:966	0.0
09:21:59:029	0.0
09:21:59:091	0.0
09:21:59:154	0.0
09:21:59:216	0.0
09:21:59:279	0.0
09:21:59:341	0.0
09:21:59:404	0.0
09:21:59:466	0.0
09:21:59:529	0.0
09:21:59:591	0.0
09:21:59:654	0.0
09:21:59:716	0.0
09:21:59:779	0.0
09:21:59:841	0.0
09:21:59:904	0.0
09:21:59:966	0.0
09:22:00:029	0.0
09:22:00:091	0.0
09:22:00:154	0.0
09:22:00:216	0.0
09:22:00:279	0.0
09:22:00:341	0.0
09:22:00:404	0.0
09:22:00:466	0.0
09:22:00:529	0.0
09:22:00:591	0.0
09:22:00:654	0.0
09:22:00:716	0.0
09:22:00:779	0.0
09:22:00:841	0.0
09:22:00:904	0.0
09:22:00:966	0.0
09:22:01:029	0.0
09:22:01:091	0.0
09:22:01:154	0.0
09:22:01:216	0.0
09:22:01:279	0.0
09:22:01:341	0.0
09:22:01:404	0.0
09:22:01:466	0.0
09:22:01:529	0.0
09:22:01:591	0.0
09:22:01:654	0.0
09:22:01:716	0.0
09:22:01:779	0.0
09:22:01:841	0.0
09:22:01:904	0.0
09:22:01:966	0.0
09:22:02:029	0.0
09:22:02:091	0.0
09:22:02:154	0.0
09:22:02:216	0.0
09:22:02:279	0.0
09:22:02:341	0.0
09:22:02:404	0.0
09:22:02:466	0.0
09:22:02:529	0.0
09:22:02:591	0.0
09:22:02:654	0.0
09:22:02:716	0.0
09:22:02:779	0.0
09:22:02:841	0.0
09:22:02:904	0.0
09:22:02:966	0.0
09:22:03:029	0.0
09:22:03:091	0.0
09:22:03:154	0.0
09:22:03:216	0.0
09:22:03:279	0.0
09:22:03:341	0.0
09:22:03:404	0.0
09:22:03:466	0.0
09:22:03:529	0.0
09:22:03:591	0.0
09:22:03:654	0.0
09:22:03:716	0.0
09:22:03:779	0.0
09:22:03:841	0.0
09:22:03:904	0.0
09:22:03:966	0.0
09:22:04:029	0.0
09:22:04:091	0.0
09:22:04:154	0.0
09:22:04:216	0.0
09:22:04:279	0.0
09:22:04:341	0.0
09:22:04:404	0.0
09:22:04:466	0.0
09:22:04:529	0.0
09:22:04:591	0.0
09:22:04:654	0.0
09:22:04:716	0.0
09:22:04:779	0.0
09:22:04:841	0.0
09:22:04:904	0.0
09:22:04:966	0.0
09:22:05:029	0.0
09:22:05:091	0.0
09:22:05:154	0.0
09:22:05:216	0.0
09:22:05:279	0.0
09:22:05:341	0.0
09:22:05:404	0.0
09:22:05:466	0.0
09:22:05:529	0.0
09:22:05:591	0.0
09:22:05:654	0.0
09:22:05:716	0.0
09:22:05:779	0.0
09:22:05:841	0.0
09:22:05:904	0.0
09:22:05:966	0.0
09:22:06:029	0.0
09:22:06:091	0.0
09:22:06:154	0.0
09:22:06:216	0.0
09:22:06:279	0.0
09:22:06:341	0.0
09:22:06:404	0.0
09:22:06:466	0.0
09:22:06:529	0.0
09:22:06:591	0.0
09:22:06:654	0.0
09:22:06:716	0.0
09:22:06:779	0.0
09:22:06:841	0.0
09:22:06:904	0.0
09:22:06:966	0.0
09:22:07:029	0.0
09:22:07:091	0.0
09:22:07:154	0.0
09:22:07:216	0.0
09:22:07:279	0.0
09:22:07:341	0.0
09:22:07:404	0.0
09:22:07:466	0.0
09:22:07:529	0.0
09:22:07:591	0.0
09:22:07:654	0.0
09:22:07:716	0.0
09:22:07:779	0.0
09:22:07:841	0.0
09:22:07:904	0.0
09:22:07:966	0.0
09:22:08:029	0.0
09:22:08:091	0.0
09:22:08:154	0.0
09:22:08:216	0.0
09:22:08:279	0.0
09:22:08:341	0.0
09:22:08:404	0.0
09:22:08:466	0.0
09:22:08:529	0.0
09:22:08:591	0.0
09:22:08:654	0.0
09:22:08:716	0.0
09:22:08:779	0.0
09:22:08:841	0.0
09:22:08:904	0.0
09:22:08:966	0.0
09:22:09:029	0.0
09:22:09:091	0.0
09:22:09:154	0.0
09:22:09:216	0.0
09:22:09:279	0.0
09:22:09:341	0.0
09:22:09:404	0.0
09:22:09:466	0.0
09:22:09:529	0.0
09:22:09:591	0.0
09:22:09:654	0.0
09:22:09:716	0.0
09:22:09:779	0.0
09:22:09:841	0.0
09:22:09:904	0.0
09:22:09:966	0.0
09:22:10:029	0.0
09:22:10:091	0.0
09:22:10:154	0.0
09:22:10:216	0.0
09:22:10:279	0.0
09:22:10:341	0.0
09:22:10:404	0.0
09:22:10:466	0.0
09:22:10:529	0.0
09:22:10:591	0.0
09:22:10:654	0.0
09:22:10:716	0.0
09:22:10:779	0.0
09:22:10:841	0.0
09:22:10:904	0.0
09:22:10:966	0.0
09:22:11:029	0.0
09:22:11:091	0.0
09:22:11:154	0.0
09:22:11:216	0.0
09:22:11:279	0.0
09:22:11:341	0.0
09:22:11:404	0.0
09:22:11:466	0.0
09:22:11:529	0.0
09:22:11:591	0.0
09:22:11:654	0.0
09:22:11:716	0.0
09:22:11:779	0.0
09:22:11:841	0.0
09:22:11:904	0.0
09:22:11:966	0.0
09:22:12:029	0.0
09:22:12:091	0.0
09:22:12:154	0.0
09:22:12:216	0.0
09:22:12:279	0.0
09:22:12:341	0.0
09:22:12:404	0.0
09:22:12:466	0.0
09:22:12:529	0.0
09:22:12:591	0.0
09:22:12:654	0.0
09:22:12:716	0.0
09:22:12:779	0.0
09:22:12:841	0.0
09:22:12:904	0.0
09:22:12:966	0.0
09:22:13:029	0.0
09:22:13:091	0.0
09:22:13:154	0.0
09:22:13:216	0.0
09:22:13:279	0.0
09:22:13:341	0.0
09:22:13:404	0.0
09:22:13:466	0.0
09:22:13:529	0.0
09:22:13:591	0.0
09:22:13:654	0.0
09:22:13:716	0.0
09:22:13:779	0.0
09:22:13:841	0.0
09:22:13:904	0.0
09:22:13:966	0.0
09:22:14:029	0.0
09:22:14:091	0.0
09:22:14:154	0.0
09:22:14:216	0.0
09:22:14:279	0.0
09:22:14:341	0.0
09:22:14:404	0.0
09:22:14:466	0.0
09:22:14:529	0.0
09:22:14:591	0.0
09:22:14:654	0.0
09:22:14:716	0.0
09:22:14:779	0.0
09:22:14:841	0.0
09:22:14:904	0.0
09:22:14:966	0.0
09:22:15:029	0.0
09:22:15:091	0.0
09:22:15:154	0.0
09:22:15:216	0.0
09:22:15:279	0.0
09:22:15:341	0.0
09:22:15:404	0.0
09:22:15:466	0.0
09:22:15:529	0.0
09:22:15:591	0.0
09:22:15:654	0.0
09:22:15:716	0.0
09:22:15:779	0.0
09:22:15:841	0.0
09:22:15:904	0.0
09:22:15:966	0.0
09:22:16:029	0.0
09:22:16:091	0.0
09:22:16:154	0.0
09:22:16:216	0.0
09:22:16:279	0.0
09:22:16:341	0.0
09:22:16:404	0.0
09:22:16:466	0.0
09:22:16:529	0.0
09:22:16:591	0.0
09:22:16:654	0.0
09:22:16:716	0.0
09:22:16:779	0.0
09:22:16:841	0.0
09:22:16:904	0.0
09:22:16:966	0.0
09:22:17:029	0.0
09:22:17:091	0.0
09:22:17:154	0.0
09:22:17:216	0.0
09:22:17:279	0.0
09:22:17:341	0.0
09:22:17:404	0.0
09:22:17:466	0.0
09:22:17:529	0.0
09:22:17:591	0.0
09:22:17:654	0.0
09:22:17:716	0.0
09:22:17:779	0.0
09:22:17:841	0.0
09:22:17:904	0.0
09:22:17:966	0.0
09:22:18:029	0.0
09:22:18:091	0.0
09:22:18:154	0.0
09:22:18:216	0.0
09:22:18:279	0.0
09:22:18:341	0.0
09:22:18:404	0.0
09:22:18:466	0.0
09:22:18:529	0.0
09:22:18:591	0.0
09:22:18:654	0.0
09:22:18:716	0.0
09:22:18:779	0.0
09:22:18:841	0.0
09:22:18:904	0.0
09:22:18:966	0.0
09:22:19:029	0.0
09:22:19:091	0.0
09:22:19:154	0.0
09:22:19:216	0.0
09:22:19:279	0.0
09:22:19:341	0.0
09:22:19:404	0.0
09:22:19:466	0.0
09:22:19:529	0.0
09:22:19:591	0.0
09:22:19:654	0.0
09:22:19:716	0.0
09:22:19:779	0.0
09:22:19:841	0.0
09:22:19:904	0.0
09:22:19:966	0.0
09:22:20:029	0.0
09:22:20:091	0.0
09:22:20:154	0.0
09:22:20:216	0.0
09:22:20:279	0.0
09:22:20:341	0.0
09:22:20:404	0.0
09:22:20:466	0.0
09:22:20:529	0.0
09:22:20:591	0.0
09:22:20:654	0.0
09:22:20:716	0.0
09:22:20:779	0.0
09:22:20:841	0.0
09:22:20:904	0.0
09:22:20:966	0.0
09:22:21:029	0.0
09:22:21:091	0.0
09:22:21:154	0.0
09:22:21:216	0.0
09:22:21:279	0.0
09:22:21:341	0.0
09:22:21:404	0.0
09:22:21:466	0.0
09:22:21:529	0.0
09:22:21:591	0.0
09:22:21:654	0.0
09:22:21:716	0.0
09:22:21:779	0.0
09:22:21:841	0.0
09:22:21:904	0.0
09:22:21:966	0.0
09:22:22:029	0.0
09:22:22:091	0.0
09:22:22:154	0.0
09:22:22:216	0.0
09:22:22:279	0.0
09:22:22:341	0.0
09:22:22:404	0.0
09:22:22:466	0.0
09:22:22:529	0.0
09:22:22:591	0.0
09:22:22:654	0.0
09:22:22:716	0.0
09:22:22:779	0.0
09:22:22:841	0.0
09:22:22:904	0.0
09:22:22:966	0.0
09:22:23:029	0.0
09:22:23:091	0.0
09:22:23:154	0.0
09:22:23:216	0.0
09:22:23:279	0.0
09:22:23:341	0.0
09:22:23:404	0.0
09:22:23:466	0.0
09:22:23:529	0.0
09:22:23:591	0.0
09:22:23:654	0.0
09:22:23:716	0.0
09:22:23:779	0.0
09:22:23:841	0.0
09:22:23:904	0.0
09:22:23:966	0.0
09:22:24:029	0.0
09:22:24:091	0.0
09:22:24:154	0.0
09:22:24:216	0.0
09:22:24:279	0.0
09:22:24:341	0.0
09:22:24:404	0.0
09:22:24:466	0.0
09:22:24:529	0.0
09:22:24:591	0.0
09:22:24:654	0.0
09:22:24:716	0.0
09:22:24:779	0.0
09:22:24:841	0.0
09:22:24:904	0.0
09:22:24:966	0.0
09:22:25:029	0.0
09:22:25:091	0.0
09:22:25:154	0.0
09:22:25:216	0.0
09:22:25:279	0.0
09:22:25:341	0.0
09:22:25:404	0.0
09:22:25:466	0.0
09:22:25:529	0.0
09:22:25:591	0.0
09:22:25:654	0.0
09:22:25:716	0.0
09:22:25:779	0.0
09:22:25:841	0.0
09:22:25:904	0.0
09:22:25:966	0.0
09:22:26:029	0.0
09:22:26:091	0.0
09:22:26:154	0.0
09:22:26:216	0.0
09:22:26:279	0.0
09:22:26:341	0.0
09:22:26:404	0.0
09:22:26:466	0.0
09:22:26:529	0.0
09:22:26:591	0.0
09:22:26:654	0.0
09:22:26:716	0.0
09:22:26:779	0.0
09:22:26:841	0.0
09:22:26:904	0.0
09:22:26:966	0.0
09:22:27:029	0.0
09:22:27:091	0.0
09:22:27:154	0.0
09:22:27:216	0.0
09:22:27:279	0.0
09:22:27:341	0.0
09:22:27:404	0.0
09:22:27:466	0.0
09:22:27:529	0.0
09:22:27:591	0.0
09:22:27:654	0.0
09:22:27:716	0.0
09:22:27:779	0.0
09:22:27:841	0.0
09:22:27:904	0.0
09:22:27:966	0.0
09:22:28:029	0.0
09:22:28:091	0.0
09:22:28:154	0.0
09:22:28:216	0.0
09:22:28:279	0.0
09:22:28:341	0.0
09:22:28:404	0.0
09:22:28:466	0.0
09:22:28:529	0.0
09:22:28:591	0.0
09:22:28:654	0.0
09:22:28:716	0.0
09:22:28:779	0.0
09:22:28:841	0.0
09:22:28:904	0.0
09:22:28:966	0.0
09:22:29:029	0.0
09:22:29:091	0.0
09:22:29:154	0.0
09:22:29:216	0.0
09:22:29:279	0.0
09:22:29:341	0.0
09:22:29:404	0.0
09:22:29:466	0.0
09:22:29:529	0.0
09:22:29:591	0.0
09:22:29:654	0.0
09:22:29:716	0.0
09:22:29:779	0.0
09:22:29:841	0.0
09:22:29:904	0.0
09:22:29:966	0.0
09:22:30:029	0.0
09:22:30:091	0.0
09:22:30:154	0.0
09:22:30:216	0.0
09:22:30:279	0.0
09:22:30:341	0.0
09:22:30:404	0.0
09:22:30:466	0.0
09:22:30:529	0.0
09:22:30:591	0.0
09:22:30:654	0.0
09:22:30:716	0.0
09:22:30:779	0.0
09:22:30:841	0.0
09:22:30:904	0.0
09:22:30:966	0.0
09:22:31:029	0.0
09:22:31:091	0.0
09:22:31:154	0.0
09:22:31:216	0.0
09:22:31:279	0.0
09:22:31:341	0.0
09:22:31:404	0.0
09:22:31:466	0.0
09:22:31:529	0.0
09:22:31:591	0.0
09:22:31:654	0.0
09:22:31:716	0.0
09:22:31:779	0.0
09:22:31:841	0.0
09:22:31:904	0.0
09:22:31:966	0.0
09:22:32:029	0.0
09:22:32:091	0.0
09:22:32:154	0.0
09:22:32:216	0.0
09:22:32:279	0.0
09:22:32:341	0.0
09:22:32:404	0.0
09:22:32:466	0.0
09:22:32:529	0.0
09:22:32:591	0.0
09:22:32:654	0.0
09:22:32:716	0.0
09:22:32:779	0.0
09:22:32:841	0.0
09:22:32:904	0.0
09:22:32:966	0.0
09:22:33:029	0.0
09:22:33:091	0.0
09:22:33:154	0.0
09:22:33:216	0.0
09:22:33:279	0.0
09:22:33:341	0.0
09:22:33:404	0.0
09:22:33:466	0.0
09:22:33:529	0.0
09:22:33:591	0.0
09:22:33:654	0.0
09:22:33:716	0.0
09:22:33:779	0.0
09:22:33:841	0.0
09:22:33:904	0.0
09:22:33:966	0.0
09:22:34:029	0.0
09:22:34:091	0.0
09:22:34:154	0.0
09:22:34:216	0.0
09:22:34:279	0.0
09:22:34:341	0.0
09:22:34:404	0.0
09:22:34:466	0.0
09:22:34:529	0.0
09:22:34:591	0.0
09:22:34:654	0.0
09:22:34:716	0.0
09:22:34:779	0.0
09:22:34:841	0.0
09:22:34:904	0.0
09:22:34:966	0.0
09:22:35:029	0.0
09:22:35:091	0.0
09:22:35:154	0.0
09:22:35:216	0.0
09:22:35:279	0.0
09:22:35:341	0.0
09:22:35:404	0.0
09:22:35:466	0.0
09:22:35:529	0.0
09:22:35:591	0.0
09:22:35:654	0.0
09:22:35:716	0.0
09:22:35:779	0.0
09:22:35:841	0.0
09:22:35:904	0.0
09:22:35:966	0.0
09:22:36:029	0.0
09:22:36:091	0.0
09:22:36:154	0.0
09:22:36:216	0.0
09:22:36:279	0.0
09:22:36:341	0.0
09:22:36:404	0.0
09:22:36:466	0.0
09:22:36:529	0.0
09:22:36:591	0.0
09:22:36:654	0.0
09:22:36:716	0.0
09:22:36:779	0.0
09:22:36:841	0.0
09:22:36:904	0.0
09:22:36:966	0.0
09:22:37:029	0.0
09:22:37:091	0.0
09:22:37:154	0.0
09:22:37:216	0.0
09:22:37:279	0.0
09:22:37:341	0.0
09:22:37:404	0.0
09:22:37:466	0.0
09:22:37:529	0.0
09:22:37:591	0.0
09:22:37:654	0.0
09:22:37:716	0.0
09:22:37:779	0.0
09:22:37:841	0.0
09:22:37:904	0.0
09:22:37:966	0.0
09:22:38:029	0.0
09:22:38:091	0.0
09:22:38:154	0.0
09:22:38:216	0.0
09:22:38:279	0.0
09:22:38:341	0.0
09:22:38:404	0.0
09:22:38:466	0.0
09:22:38:529	0.0
09:22:38:591	0.0
09:22:38:654	0.0
09:22:38:716	0.0
09:22:38:779	0.0
09:22:38:841	0.0
09:22:38:904	0.0
09:22:38:966	0.0
09:22:39:029	0.0
09:22:39:091	0.0
09:22:39:154	0.0
09:22:39:216	0.0
09:22:39:279	0.0
09:22:39:341	0.0
09:22:39:404	0.0
09:22:39:466	0.0
09:22:39:529	0.0
09:22:39:591	0.0
09:22:39:654	0.0
09:22:39:716	0.0
09:22:39:779	0.0
09:22:39:841	0.0
09:22:39:904	0.0
09:22:39:966	0.0
09:22:40:029	0.0
09:22:40:091	0.0
09:22:40:154	0.0
09:22:40:216	0.0
09:22:40:279	0.0
09:22:40:341	0.0
09:22:40:404	0.0
09:22:40:466	0.0
09:22:40:529	0.0
09:22:40:591	0.0
09:22:40:654	0.0
09:22:40:716	0.0
09:22:40:779	0.0
09:22:40:841	0.0
09:22:40:904	0.0
09:22:40:966	0.0
09:22:41:029	0.0
09:22:41:091	0.0
09:22:41:154	0.0
09:22:41:216	0.0
09:22:41:279	0.0
09:22:41:341	0.0
09:22:41:404	0.0
09:22:41:466	0.0
09:22:41:529	0.0
09:22:41:591	0.0
09:22:41:654	0.0
09:22:41:716	0.0
09:22:41:779	0.0
09:22:41:841	0.0
09:22:41:904	0.0
09:22:41:966	0.0
09:22:42:029	0.0
09:22:42:091	0.0
09:22:42:154	0.0
09:22:42:216	0.0
09:22:42:279	0.0
09:22:42:341	0.0
09:22:42:404	0.0
09:22:42:466	0.0
09:22:42:529	0.0
09:22:42:591	0.0
09:22:42:654	0.0
09:22:42:716	0.0
09:22:42:779	0.0
09:22:42:841	0.0
09:22:42:904	0.0
09:22:42:966	0.0
09:22:43:029	0.0
09:22:43:091	0.0
09:22:43:154	0.0
09:22:43:216	0.0
09:22:43:279	0.0
09:22:43:341	0.0
09:22:43:404	0.0
09:22:43:466	0.0
09:22:43:529	0.0
09:22:43:591	0.0
09:22:43:654	0.0
09:22:43:716	0.0
09:22:43:779	0.0
09:22:43:841	0.0
09:22:43:904	0.0
09:22:43:966	0.0
09:22:44:029	0.0
09:22:44:091	0.0
09:22:44:154	0.0
09:22:44:216	0.0
09:22:44:279	0.0
09:22:44:341	0.0
09:22:44:404	0.0
09:22:44:466	0.0
09:22:44:529	0.0
09:22:44:591	0.0
09:22:44:654	0.0
09:22:44:716	0.0
09:22:44:779	0.0
09:22:44:841	0.0
09:22:44:904	0.0
09:22:44:966	0.0
09:22:45:029	0.0
09:22:45:091	0.0
09:22:45:154	0.0
09:22:45:216	0.0
09:22:45:279	0.0
09:22:45:341	0.0
09:22:45:404	0.0
09:22:45:466	0.0
09:22:45:529	0.0
09:22:45:591	0.0
09:22:45:654	0.0
09:22:45:716	0.0
09:22:45:779	0.0
09:22:45:841	0.0
09:22:45:904	0.0
09:22:45:966	0.0
09:22:46:029	0.0
09:22:46:091	0.0
09:22:46:154	0.0
09:22:46:216	0.0
09:22:46:279	0.0
09:22:46:341	0.0
09:22:46:404	0.0
09:22:46:466	0.0
09:22:46:529	0.0
09:22:46:591	0.0
09:22:46:654	0.0
09:22:46:716	0.0
09:22:46:779	0.0
09:22:46:841	0.0
09:22:46:904	0.0
09:22:46:966	0.0
09:22:47:029	0.0
09:22:47:091	0.0
09:22:47:154	0.0
09:22:47:216	0.0
09:22:47:279	0.0
09:22:47:341	0.0
09:22:47:404	0.0
09:22:47:466	0.0
09:22:47:529	0.0
09:22:47:591	0.0
09:22:47:654	0.0
09:22:47:716	0.0
09:22:47:779	0.0
09:22:47:841	0.0
09:22:47:904	0.0
09:22:47:966	0.0
09:22:48:029	0.0
09:22:48:091	0.0
09:22:48:154	0.0
09:22:48:216	0.0
09:22:48:279	0.0
09:22:48:341	0.0
09:22:48:404	0.0
09:22:48:466	0.0
09:22:48:529	0.0
09:22:48:591	0.0
09:22:48:654	0.0
09:22:48:716	0.0
09:22:48:779	0.0
09:22:48:841	0.0
09:22:48:904	0.0
09:22:48:966	0.0
09:22:49:029	0.0
09:22:49:091	0.0
09:22:49:154	0.0
09:22:49:216	0.0
09:22:49:279	0.0
09:22:49:341	0.0
09:22:49:404	0.0
09:22:49:466	0.0
09:22:49:529	0.0
09:22:49:591	0.0
09:22:49:654	0.0
09:22:49:716	0.0
09:22:49:779	0.0
09:22:49:841	0.0
09:22:49:904	0.0
09:22:49:966	0.0
09:22:50:029	0.0
09:22:50:091	0.0
09:22:50:154	0.0
09:22:50:216	0.0
09:22:50:279	0.0
09:22:50:341	0.0
09:22:50:404	0.0
09:22:50:466	0.0
09:22:50:529	0.0
09:22:50:591	0.0
09:22:50:654	0.0
09:22:50:716	0.0
09:22:50:779	0.0
09:22:50:841	0.0
09:22:50:904	0.0
09:22:50:966	0.0
09:22:51:029	0.0
09:22:51:091	0.0
09:22:51:154	0.0
09:22:51:216	0.0
09:22:51:279	0.0
09:22:51:341	0.0
09:22:51:404	0.0
09:22:51:466	0.0
09:22:51:529	0.0
09:22:51:591	0.0
09:22:51:654	0.0
09:22:51:716	0.0
09:22:51:779	0.0
09:22:51:841	0.0
09:22:51:904	0.0
09:22:51:966	0.0
09:22:52:029	0.0
09:22:52:091	0.0
09:22:52:154	0.0
09:22:52:216	0.0
09:22:52:279	0.0
09:22:52:341	0.0
09:22:52:404	0.0
09:22:52:466	0.0
09:22:52:529	0.0
09:22:52:591	0.0
09:22:52:654	0.0
09:22:52:716	0.0
09:22:52:779	0.0
09:22:52:841	0.0
09:22:52:904	0.0
09:22:52:966	0.0
09:22:53:029	0.0
09:22:53:091	0.0
09:22:53:154	0.0
09:22:53:216	0.0
09:22:53:279	0.0
09:22:53:341	0.0
09:22:53:404	0.0
09:22:53:466	0.0
09:22:53:529	0.0
09:22:53:591	0.0
09:22:53:654	0.0
09:22:53:716	0.0
09:22:53:779	0.0
09:22:53:841	0.0
09:22:53:904	0.0
09:22:53:966	0.0
09:22:54:029	0.0
09:22:54:091	0.0
09:22:54:154	0.0
09:22:54:216	0.0
09:22:54:279	0.0
09:22:54:341	0.0
09:22:54:404	0.0
09:22:54:466	0.0
09:22:54:529	0.0
09:22:54:591	0.0
09:22:54:654	0.0
09:22:54:716	0.0
09:22:54:779	0.0
09:22:54:841	0.0
09:22:54:904	0.0
09:22:54:966	0.0
09:22:55:029	0.0
09:22:55:091	0.0
09:22:55:154	0.0
09:22:55:216	0.0
09:22:55:279	0.0
09:22:55:341	0.0
09:22:55:404	0.0
09:22:55:466	0.0
09:22:55:529	0.0
09:22:55:591	0.0
09:22:55:654	0.0
09:22:55:716	0.0
09:22:55:779	0.0
09:22:55:841	0.0
09:22:55:904	0.0
09:22:55:966	0.0
09:22:56:029	0.0
09:22:56:091	0.0
09:22:56:154	0.0
09:22:56:216	0.0
09:22:56:279	0.0
09:22:56:341	0.0
09:22:56:404	0.0
09:22:56:466	0.0
09:22:56:529	0.0
09:22:56:591	0.0
09:22:56:654	0.0
09:22:56:716	0.0
09:22:56:779	0.0
09:22:56:841	0.0
09:22:56:904	0.0
09:22:56:966	0.0
09:22:57:029	0.0
09:22:57:091	0.0
09:22:57:154	0.0
09:22:57:216	0.0
09:22:57:279	0.0
09:22:57:341	0.0
09:22:57:404	0.0
09:22:57:466	0.0
09:22:57:529	0.0
09:22:57:591	0.0
09:22:57:654	0.0
09:22:57:716	0.0
09:22:57:779	0.0
09:22:57:841	0.0
09:22:57:904	0.0
09:22:57:966	0.0
09:22:58:029	0.0
09:22:58:091	0.0
09:22:58:154	0.0
09:22:58:216	0.0
09:22:58:279	0.0
09:22:58:341	0.0
09:22:58:404	0.0
09:22:58:466	0.0
09:22:58:529	0.0
09:22:58:591	0.0
09:22:58:654	0.0
09:22:58:716	0.0
09:22:58:779	0.0
09:22:58:841	0.0
09:22:58:904	0.0
09:22:58:966	0.0
09:22:59:029	0.0
09:22:59:091	0.0
09:22:59:154	0.0
09:22:59:216	0.0
09:22:59:279	0.0
09:22:59:341	0.0
09:22:59:404	0.0
09:22:59:466	0.0
09:22:59:529	0.0
09:22:59:591	0.0
09:22:59:654	0.0
09:22:59:716	0.0
09:22:59:779	0.0
09:22:59:841	0.0
09:22:59:904	0.0
09:22:59:966	0.0
09:23:00:029	0.0
09:23:00:091	0.0
09:23:00:154	0.0
09:23:00:216	0.0
09:23:00:279	0.0
09:23:00:341	0.0
09:23:00:404	0.0
09:23:00:466	0.0
09:23:00:529	0.0
09:23:00:591	0.0
09:23:00:654	0.0
09:23:00:716	0.0
09:23:00:779	0.0
09:23:00:841	0.0
09:23:00:904	0.0
09:23:00:966	0.0
09:23:01:029	0.0
09:23:01:091	0.0
09:23:01:154	0.0
09:23:01:216	0.0
09:23:01:279	0.0
09:23:01:341	0.0
09:23:01:404	0.0
09:23:01:466	0.0
09:23:01:529	0.0
09:23:01:591	0.0
09:23:01:654	0.0
09:23:01:716	0.0
09:23:01:779	0.0
09:23:01:841	0.0
09:23:01:904	0.0
09:23:01:966	0.0
09:23:02:029	0.0
09:23:02:091	0.0
09:23:02:154	0.0
09:23:02:216	0.0
09:23:02:279	0.0
09:23:02:341	0.0
09:23:02:404	0.0
09:23:02:466	0.0
09:23:02:529	0.0
09:23:02:591	0.0
09:23:02:654	0.0
09:23:02:716	0.0
09:23:02:779	0.0
09:23:02:841	0.0
09:23:02:904	0.0
09:23:02:966	0.0
09:23:03:029	0.0
09:23:03:091	0.0
09:23:03:154	0.0
09:23:03:216	0.0
09:23:03:279	0.0
09:23:03:341	0.0
09:23:03:404	0.0
09:23:03:466	0.0
09:23:03:529	0.0
09:23:03:591	0.0
09:23:03:654	0.0
09:23:03:716	0.0
09:23:03:779	0.0
09:23:03:841	0.0
09:23:03:904	0.0
09:23:03:966	0.0
09:23:04:029	0.0
09:23:04:091	0.0
09:23:04:154	0.0
09:23:04:216	0.0
09:23:04:279	0.0
09:23:04:341	0.0
09:23:04:404	0.0
09:23:04:466	0.0
09:23:04:529	0.0
09:23:04:591	0.0
09:23:04:654	0.0
09:23:04:716	0.0
09:23:04:779	0.0
09:23:04:841	0.0
09:23:04:904	0.0
09:23:04:966	0.0
09:23:05:029	0.0
09:23:05:091	0.0
09:23:05:154	0.0
09:23:05:216	0.0
09:23:05:279	0.0
09:23:05:341	0.0
09:23:05:404	0.0
09:23:05:466	0.0
09:23:05:529	0.0
09:23:05:591	0.0
09:23:05:654	0.0
09:23:05:716	0.0
09:23:05:779	0.0
09:23:05:841	0.0
09:23:05:904	0.0
09:23:05:966	0.0
09:23:06:029	0.0
09:23:06:091	0.0
09:23:06:154	0.0
09:23:06:216	0.0
09:23:06:279	0.0
09:23:06:341	0.0
09:23:06:404	0.0
09:23:06:466	0.0
09:23:06:529	0.0
09:23:06:591	0.0
09:23:06:654	0.0
09:23:06:716	0.0
09:23:06:779	0.0
09:23:06:841	0.0
09:23:06:904	0.0
09:23:06:966	0.0
09:23:07:029	0.0
09:23:07:091	0.0
09:23:07:154	0.0
09:23:07:216	0.0
09:23:07:279	0.0
09:23:07:341	0.0
09:23:07:404	0.0
09:23:07:466	0.0
09:23:07:529	0.0
09:23:07:591	0.0
09:23:07:654	0.0
09:23:07:716	0.0
09:23:07:779	0.0
09:23:07:841	0.0
09:23:07:904	0.0
09:23:07:966	0.0
09:23:08:029	0.0
09:23:08:091	0.0
09:23:08:154	0.0
09:23:08:216	0.0
09:23:08:279	0.0
09:23:08:341	0.0
09:23:08:404	0.0
09:23:08:466	0.0
09:23:08:529	0.0
09:23:08:591	0.0
09:23:08:654	0.0
09:23:08:716	0.0
09:23:08:779	0.0
09:23:08:841	0.0
09:23:08:904	0.0
09:23:08:966	0.0
09:23:09:029	0.0
09:23:09:091	0.0
09:23:09:154	0.0
09:23:09:216	0.0
09:23:09:279	0.0
09:23:09:341	0.0
09:23:09:404	0.0
09:23:09:466	0.0
09:23:09:529	0.0
09:23:09:591	0.0
09:23:09:654	0.0
09:23:09:716	0.0
09:23:09:779	0.0
09:23:09:841	0.0
09:23:09:904	0.0
09:23:09:966	0.0
09:23:10:029	0.0
09:23:10:091	0.0
09:23:10:154	0.0
09:23:10:216	0.0
09:23:10:279	0.0
09:23:10:341	0.0
09:23:10:404	0.0
09:23:10:466	0.0
09:23:10:529	0.0
09:23:10:591	0.0
09:23:10:654	0.0
09:23:10:716	0.0
09:23:10:779	0.0
09:23:10:841	0.0
09:23:10:904	0.0
09:23:10:966	0.0
